codigo_aeronave,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_aviacao,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,classificacao,tipo,localidade,uf,pais,quantidade_recomendacoes,aeronaves_envolvidas,dia,mes,ano,periodo_mes,dia_semana,periodo_semana,hora,periodo_dia
14740,3992,AVIÃO,HAWKER BEECHCRAFT,G36,PISTÃO,1.0,1656,6.0,2006.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,DESTRUÍDA,2,ACIDENTE,PERDA DE COMPONENTE EM VOO,BONITO,MS,BRASIL,0,1,19,7,2013,meio,4,semana,14,tarde
14742,181,AVIÃO,PIPER AIRCRAFT,PA-28R-201,PISTÃO,1.0,1247,4.0,1990.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,POUSO SEM TREM,ELDORADO DO SUL,RS,BRASIL,0,1,9,7,2013,inicio,1,semana,14,tarde
14746,1395,AVIÃO,PIPER AIRCRAFT,PA-28-140,PISTÃO,1.0,975,4.0,1970.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,JUIZ DE FORA,MG,BRASIL,0,1,27,7,2013,fim,5,fds,13,tarde
14747,1657,AVIÃO,CESSNA AIRCRAFT,210,PISTÃO,1.0,1720,0.0,0.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,NOVA INDEPENDÊNCIA,SP,BRASIL,0,1,25,7,2013,fim,3,semana,20,noite
14748,3992,ULTRALEVE,TECNAM CONSTRUZIONI AERONAUTICHE,P 2002 SIERRA,PISTÃO,1.0,600,1.0,2006.0,BRASIL,EXPERIMENTAL,POUSO,EXPERIMENTAL,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,UBATUBA,SP,BRASIL,0,1,5,7,2013,inicio,4,semana,20,noite
14755,4159,HELICÓPTERO,SCHWEIZER,269C-1,PISTÃO,1.0,794,2.0,2007.0,BRASIL,ADMINISTRAÇÃO DIRETA,MANOBRA,POLICIAL,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO PAULO,SP,BRASIL,0,1,31,7,2013,fim,2,semana,20,noite
14756,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449,6.0,1982.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,4,ACIDENTE,FALHA DO MOTOR EM VOO,JUNDIAÍ,SP,BRASIL,0,1,3,8,2013,inicio,5,fds,15,tarde
14757,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315,4.0,1980.0,BRASIL,PARTICULAR,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,PARAGOMINAS,PA,BRASIL,2,1,4,8,2013,inicio,6,fds,22,noite
14783,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1973.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,DESTRUÍDA,0,ACIDENTE,PANE SECA,BELO HORIZONTE,MG,BRASIL,0,1,30,12,2014,fim,1,semana,17,tarde
14816,3992,HELICÓPTERO,EUROCOPTER FRANCE,EC 120 B,TURBOEIXO,1.0,1715,5.0,2007.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,SÃO PAULO,SP,BRASIL,0,1,21,8,2013,fim,2,semana,13,tarde
14817,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2011.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,PORTO BELO,SC,BRASIL,0,1,21,8,2013,fim,2,semana,14,tarde
14823,3992,AVIÃO,HAWKER BEECHCRAFT,G58,PISTÃO,2.0,2495,6.0,2007.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,RIBEIRÃO PRETO,SP,BRASIL,0,1,18,8,2013,meio,6,fds,19,noite
14826,3992,AVIÃO,CESSNA AIRCRAFT,172G,PISTÃO,1.0,1043,4.0,1966.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,NENHUM,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,BANANEIRAS,PB,BRASIL,0,1,6,8,2013,inicio,1,semana,9,manha
14865,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2011.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,LEVE,0,ACIDENTE,FALHA DO MOTOR EM VOO,PATOS DE MINAS,MG,BRASIL,0,1,22,8,2013,fim,3,semana,14,tarde
14866,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1633,6.0,1974.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,IGUATEMI,MS,BRASIL,0,1,29,8,2013,fim,3,semana,20,noite
14867,1633,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1988.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,MATÕES DO NORTE,MA,BRASIL,0,1,30,8,2013,fim,4,semana,15,tarde
14875,3799,AVIÃO,CESSNA AIRCRAFT,525,JATO,2.0,4717,8.0,1999.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,VAZAMENTO DE OUTROS FLUÍDOS,GOIÂNIA,GO,BRASIL,4,1,31,8,2013,fim,5,fds,12,manha
14876,170,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,2.0,1992.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CARAZINHO,RS,BRASIL,0,1,31,8,2013,fim,5,fds,15,tarde
14899,220,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757,2.0,1979.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,1,ACIDENTE,FALHA DO MOTOR EM VOO,MARICÁ,RJ,BRASIL,0,1,11,9,2013,meio,2,semana,17,tarde
14903,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2010.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,PLANALTINA,GO,BRASIL,0,1,21,9,2013,fim,5,fds,13,tarde
14906,5588,AVIÃO,TWIN COMMANDER,690B,TURBOÉLICE,2.0,4683,8.0,1979.0,BRASIL,ESPECIALIZADA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,ESTOURO DE PNEU,TERESINA,PI,BRASIL,1,1,26,9,2013,fim,3,semana,14,tarde
14954,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1452,5.0,1974.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,SÃO CAETANO DO SUL,SP,BRASIL,0,1,4,10,2013,inicio,4,semana,15,tarde
14959,4604,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155,6.0,1987.0,BRASIL,ADMINISTRAÇÃO DIRETA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,CONSELHEIRO LAFAIETE,MG,BRASIL,0,1,16,9,2013,meio,0,semana,17,tarde
14971,19,AVIÃO,PIPER AIRCRAFT,PA-31T1,TURBOÉLICE,2.0,3946,6.0,1981.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,SANTA RITA DO TRIVELATO,MT,BRASIL,0,1,3,10,2013,inicio,3,semana,17,tarde
14973,2496,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,1997.0,BRASIL,MÚLTIPLA,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,COTEGIPE,BA,BRASIL,0,1,12,10,2013,meio,5,fds,18,tarde
14975,5109,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1994.0,BRASIL,ESPECIALIZADA,ESPECIALIZADA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,PROMISSÃO,SP,BRASIL,1,1,14,10,2013,meio,0,semana,20,noite
14976,3992,ULTRALEVE,SONEX LTDA,SONEX,PISTÃO,1.0,300,2.0,2002.0,BRASIL,EXPERIMENTAL,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,1,ACIDENTE,PERDA DE CONTROLE EM VOO,ALEGRETE,RS,BRASIL,0,1,5,10,2013,inicio,5,fds,21,noite
14977,3992,AVIÃO,CESSNA AIRCRAFT,310Q,PISTÃO,2.0,2404,6.0,1974.0,BRASIL,PARTICULAR,TÁXI,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,GOIÂNIA,GO,BRASIL,0,1,9,10,2013,inicio,2,semana,16,tarde
14978,237,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1992.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PASSO FUNDO,RS,BRASIL,0,1,10,10,2013,inicio,3,semana,18,tarde
14979,2454,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,1999.0,BRASIL,MÚLTIPLA,DECOLAGEM,TÁXI AÉREO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,VENDA NOVA DO IMIGRANTE,ES,BRASIL,0,1,12,10,2013,meio,5,fds,18,tarde
15011,3992,AVIÃO,BEECH AIRCRAFT,23,PISTÃO,1.0,1043,4.0,1963.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,CAMPO GRANDE,MS,BRASIL,0,1,20,10,2013,meio,6,fds,18,tarde
15012,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202,4.0,1977.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,SUBSTANCIAL,5,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CORUMBÁ,MS,BRASIL,0,1,19,10,2013,meio,5,fds,11,manha
15015,4780,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,BK 117 C-2,TURBOEIXO,2.0,3585,11.0,2013.0,BRASIL,ADMINISTRAÇÃO DIRETA,POUSO,POLICIAL,LEVE,0,INCIDENTE GRAVE,OUTROS TIPOS,ITAPIPOCA,CE,BRASIL,0,1,15,10,2013,meio,1,semana,17,tarde
15017,5106,AVIÃO,BOEING COMPANY,737-8EH,JATO,2.0,70533,193.0,2010.0,BRASIL,REGULAR,POUSO,REGULAR,NENHUM,0,INCIDENTE GRAVE,POUSO LONGO,RIO DE JANEIRO,RJ,BRASIL,2,1,27,10,2013,fim,6,fds,19,noite
15027,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1987.0,BRASIL,PARTICULAR,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,URUGUAIANA,RS,BRASIL,0,1,8,11,2013,inicio,4,semana,21,noite
15028,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155,6.0,2007.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,DESTRUÍDA,3,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,PARATY,RJ,BRASIL,0,1,10,11,2013,inicio,6,fds,17,tarde
15033,4857,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155,6.0,1983.0,BRASIL,TÁXI AÉREO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,POUSO BRUSCO,MANAUS,AM,BRASIL,0,1,19,6,2014,meio,3,semana,13,tarde
15038,3992,ULTRALEVE,FABIANO COSTA,AGUIAII,PISTÃO,1.0,550,2.0,2005.0,BRASIL,EXPERIMENTAL,CORRIDA APÓS POUSO,EXPERIMENTAL,SUBSTANCIAL,0,ACIDENTE,COM HÉLICE,CASCAVEL,PR,BRASIL,0,1,15,12,2013,meio,6,fds,14,tarde
15039,3992,ULTRALEVE,SERGIO MAURO,CP-750 BERYL,PISTÃO,1.0,750,2.0,1991.0,BRASIL,EXPERIMENTAL,TÁXI,EXPERIMENTAL,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,0,1,20,12,2013,meio,4,semana,15,tarde
15042,3992,AVIÃO,BEECH AIRCRAFT,V35B,PISTÃO,1.0,1542,6.0,1980.0,BRASIL,PARTICULAR,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,JUÍNA,MT,BRASIL,0,1,10,12,2013,inicio,1,semana,13,tarde
15043,4497,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1993.0,BRASIL,AGRÍCOLA,OUTRA FASE,AGRÍCOLA,NENHUM,1,ACIDENTE,OUTROS TIPOS,ITAQUI,RS,BRASIL,0,1,18,12,2013,meio,2,semana,12,manha
15044,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1550,1.0,1994.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PRIMAVERA DO LESTE,MT,BRASIL,0,1,13,12,2013,meio,4,semana,12,manha
15046,3992,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338,4.0,1974.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,TUPI PAULISTA,SP,BRASIL,0,1,15,12,2013,meio,6,fds,20,noite
15048,95,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,PISTÃO,1.0,1800,1.0,1976.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ROSÁRIO DO SUL,RS,BRASIL,0,1,26,12,2013,fim,3,semana,20,noite
15049,2585,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2008.0,BRASIL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,1,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,NOVA PONTE,MG,BRASIL,0,1,31,12,2013,fim,1,semana,14,tarde
15050,930,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,2.0,52290,125.0,2012.0,BRASIL,REGULAR,POUSO,REGULAR,NENHUM,0,INCIDENTE GRAVE,SAÍDA DE PISTA,PORTO SEGURO,BA,BRASIL,0,1,22,9,2014,fim,0,semana,16,tarde
15062,4368,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1980.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,POUSO SEM TREM,CACOAL,RO,BRASIL,0,1,25,11,2013,fim,0,semana,12,manha
15063,4155,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,2006.0,BRASIL,ADMINISTRAÇÃO DIRETA,APROXIMAÇÃO FINAL,POLICIAL,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,MUCUGÊ,BA,BRASIL,0,1,22,10,2013,fim,1,semana,20,noite
15064,237,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,2.0,1993.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PASSO FUNDO,RS,BRASIL,0,1,18,12,2013,meio,2,semana,20,noite
15065,3992,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1497,1.0,1976.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,TANGARÁ DA SERRA,MT,BRASIL,0,1,27,10,2013,fim,6,fds,13,tarde
15069,822,HELICÓPTERO,MD HELICOPTERS,600N,TURBOEIXO,1.0,1860,7.0,2007.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,0,ACIDENTE,INDETERMINADA,ITAITUBA,PA,BRASIL,0,1,29,10,2013,fim,1,semana,12,manha
15071,1260,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315,1.0,1965.0,BRASIL,AGRÍCOLA,CIRCUITO DE TRÁFEGO,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,LAVRAS,MG,BRASIL,0,1,4,11,2013,inicio,0,semana,13,tarde
15073,3992,AVIÃO,AIR TRACTOR,AT-402A,TURBOÉLICE,1.0,3175,1.0,2004.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,SAPEZAL,MT,BRASIL,1,1,6,11,2013,inicio,2,semana,10,manha
15078,3992,HELICÓPTERO,ROBINSON HELICOPTER,R66,TURBOEIXO,1.0,1225,5.0,2012.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,MANGARATIBA,RJ,BRASIL,2,1,20,11,2013,meio,2,semana,11,manha
15079,476,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2011.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,MOGI MIRIM,SP,BRASIL,0,1,29,11,2013,fim,4,semana,19,noite
15080,229,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,3.0,1992.0,BRASIL,INSTRUÇÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,PALMEIRA DAS MISSÕES,RS,BRASIL,0,1,3,12,2013,inicio,1,semana,17,tarde
15083,3992,AVIÃO,SOCATA,TBM700B,TURBOÉLICE,1.0,2984,6.0,2002.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO SEM TREM,SANTA CRUZ DO RIO PARDO,SP,BRASIL,1,1,7,12,2013,inicio,5,fds,10,manha
15084,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315,4.0,1983.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO SEM TREM,BRASÍLIA,DF,BRASIL,0,1,10,12,2013,inicio,1,semana,12,manha
15088,3992,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,RV-6A,PISTÃO,1.0,641,2.0,2007.0,BRASIL,EXPERIMENTAL,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,1,ACIDENTE,INDETERMINADA,BOM DESPACHO,MG,BRASIL,0,1,16,11,2013,meio,5,fds,21,noite
15089,3992,ULTRALEVE,TRIKE ICAROS LTDA,ADVENTURE,PISTÃO,1.0,420,2.0,2008.0,BRASIL,EXPERIMENTAL,POUSO,EXPERIMENTAL,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,ATIBAIA,SP,BRASIL,0,1,7,12,2013,inicio,5,fds,20,noite
15090,3992,ULTRALEVE,FABRICACAO PROPRIA,EXPERIMENT,PISTÃO,1.0,0,0.0,0.0,BRASIL,EXPERIMENTAL,DECOLAGEM,EXPERIMENTAL,DESTRUÍDA,2,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ITAPEVA,SP,BRASIL,0,1,10,12,2013,inicio,1,semana,20,noite
15118,3992,AVIÃO,CESSNA AIRCRAFT,180E,PISTÃO,1.0,1202,4.0,1962.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PANE SECA,FOZ DO IGUAÇU,PR,BRASIL,0,1,16,12,2013,meio,0,semana,19,noite
15140,3992,AVIÃO,BEECH AIRCRAFT,C90A,TURBOÉLICE,2.0,4377,8.0,1992.0,BRASIL,PARTICULAR,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,0,1,3,12,2013,inicio,1,semana,14,tarde
15141,1255,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,2.0,2268,6.0,1976.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,BARRA DO GARÇAS,MT,BRASIL,0,1,6,12,2013,inicio,4,semana,20,noite
15169,279,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1158,4.0,1979.0,BRASIL,INSTRUÇÃO,PROCEDIMENTO DE APROXIMAÇÃO IFR,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,COM HÉLICE,GUARATINGUETÁ,SP,BRASIL,0,1,10,6,2015,inicio,2,semana,19,noite
15201,3992,ULTRALEVE,TRIKE ICAROS LTDA,Adventure,PISTÃO,1.0,450,2.0,2012.0,BRASIL,EXPERIMENTAL,INDETERMINADA,EXPERIMENTAL,LEVE,0,ACIDENTE,OUTROS TIPOS,AMERICANA,SP,BRASIL,0,1,12,9,2013,meio,3,semana,17,tarde
15202,3992,ULTRALEVE,JOÃO ISMAEL VICENTINI,Excel Cargo,PISTÃO,1.0,750,2.0,2012.0,BRASIL,EXPERIMENTAL,CRUZEIRO,EXPERIMENTAL,LEVE,0,ACIDENTE,COM COMANDOS DE VOO,GURINHATÃ,MG,BRASIL,0,1,4,10,2012,inicio,3,semana,18,tarde
15207,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2010.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,UBERABA,MG,BRASIL,0,1,3,1,2014,inicio,4,semana,11,manha
15208,4726,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,2005.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,DESTRUÍDA,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SANTA MARIA MADALENA,RJ,BRASIL,0,1,12,1,2014,meio,6,fds,13,tarde
15210,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1986.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,TURMALINA,MG,BRASIL,0,1,27,1,2014,fim,0,semana,8,manha
15211,121,AVIÃO,CESSNA AIRCRAFT,140,PISTÃO,1.0,658,2.0,1946.0,BRASIL,INSTRUÇÃO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,2,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,CACHOEIRA DO SUL,RS,BRASIL,2,1,29,1,2014,fim,2,semana,13,tarde
15212,911,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2013.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,UNAÍ,MG,BRASIL,0,1,31,1,2014,fim,4,semana,10,manha
15213,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,PISTÃO,1.0,1202,4.0,1979.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SANTO ANTÔNIO DO LEVERGER,MT,BRASIL,4,1,1,2,2014,inicio,5,fds,12,manha
15217,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542,4.0,2011.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SILVÂNIA,GO,BRASIL,0,1,7,2,2014,inicio,4,semana,13,tarde
15220,916,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,PISTÃO,1.0,1800,1.0,1974.0,BRASIL,AGRÍCOLA,OPERAÇÃO DE SOLO,AGRÍCOLA,NENHUM,1,ACIDENTE,COM HÉLICE,CHAPADÃO DO SUL,MS,BRASIL,0,1,12,2,2014,meio,2,semana,9,manha
15221,3992,AVIÃO,CESSNA AIRCRAFT,150L,PISTÃO,1.0,726,2.0,1973.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,TRINDADE,GO,BRASIL,0,1,15,2,2014,meio,5,fds,11,manha
15225,5712,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2010.0,BRASIL,AGRÍCOLA,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,NOVA RAMADA,RS,BRASIL,0,1,25,2,2014,fim,1,semana,20,noite
15226,3992,AVIÃO,CESSNA AIRCRAFT,172N,PISTÃO,1.0,1043,0.0,1979.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,4,ACIDENTE,PERDA DE CONTROLE EM VOO,ACREÚNA,GO,BRASIL,1,1,9,9,2012,inicio,6,fds,20,noite
15230,1657,AVIÃO,PIPER AIRCRAFT,PA-25-260,PISTÃO,1.0,1315,1.0,1974.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,MIRACATU,SP,BRASIL,0,1,3,12,2013,inicio,1,semana,13,tarde
